order_id,customer_id,product,quantity,order_date,status,unit_price,total_price
1117,28,Mouse,4.0,2024-09-10,completed,213.65,854.6
1118,33,Headphones,2.0,2025-07-03,completed,1124.62,2249.24
1119,5,Charger,2.0,2024-05-13,completed,204.45,408.9
1120,19,Laptop,2.0,2024-01-23,completed,259.31,518.62
1121,4,Mouse,1.0,2024-12-11,completed,213.65,213.65
1122,35,Monitor,2.0,2024-10-28,completed,781.16,1562.32
1123,17,Laptop,2.0,2024-12-28,completed,259.31,518.62
1124,28,Tablet,1.0,2025-01-30,cancelled,877.66,877.66
1125,30,Webcam,3.0,2024-08-05,completed,461.55,1384.65
1126,29,Monitor,1.0,2024-05-20,completed,781.16,781.16
1127,6,Monitor,2.0,2024-07-28,completed,781.16,1562.32
1128,35,Mouse,1.0,2025-04-04,completed,213.65,213.65
1129,37,Headphones,,2024-12-21,pending,1124.62,3373.86
1130,24,Mouse,1.0,2024-11-19,completed,213.65,213.65
1131,29,Tablet,2.0,2024-05-12,completed,877.66,1755.32
1132,31,Speaker,3.0,2024-05-06,pending,1187.53,3562.59
1133,35,Speaker,,2024-04-15,completed,1187.53,4750.12
1134,33,Headphones,2.0,2025-01-12,completed,1124.62,2249.24
1135,21,Tablet,3.0,2024-02-20,cancelled,877.66,2632.98
1136,32,Headphones,3.0,2024-01-29,completed,1124.62,3373.86
1137,23,Phone,4.0,2025-04-06,completed,327.7,1310.8
1138,33,Speaker,1.0,2024-10-22,returned,1187.53,1187.53
1139,3,Monitor,1.0,2024-10-23,completed,781.16,781.16
1140,18,Charger,2.0,2025-02-10,completed,204.45,408.9
1141,25,Webcam,4.0,2025-02-08,completed,461.55,1846.2
1142,31,Tablet,1.0,2024-12-11,cancelled,877.66,877.66
1143,3,Laptop,4.0,2025-02-23,completed,259.31,1037.24
1144,40,Headphones,1.0,2024-06-30,completed,1124.62,1124.62
1145,24,Webcam,3.0,2024-01-01,completed,461.55,1384.65
1146,32,Laptop,1.0,2025-01-05,completed,259.31,259.31
1147,22,Webcam,4.0,2025-03-06,completed,461.55,1846.2
1148,23,Charger,3.0,2024-11-04,completed,204.45,613.35
1149,2,Laptop,3.0,2024-05-16,completed,259.31,777.93
1150,27,Mouse,3.0,2024-07-20,completed,213.65,640.95
1151,2,Keyboard,4.0,2025-03-11,completed,734.87,2939.48
1152,26,Mouse,2.0,2024-11-08,completed,213.65,427.3
1153,17,Speaker,2.0,2024-04-26,completed,1187.53,2375.06
1154,40,Keyboard,2.0,2024-08-31,completed,734.87,1469.74
1155,33,Mouse,4.0,2025-06-20,pending,213.65,854.6
1156,9,Keyboard,3.0,2024-03-15,completed,734.87,2204.61
1157,39,Keyboard,2.0,2025-01-20,completed,734.87,1469.74
1158,29,Monitor,4.0,2024-07-28,completed,781.16,3124.64
1159,26,Headphones,2.0,2025-04-19,cancelled,1124.62,2249.24
1160,35,Headphones,1.0,2025-02-21,pending,1124.62,1124.62
1161,25,Monitor,2.0,2024-12-12,completed,781.16,1562.32
1162,24,Webcam,2.0,2025-06-12,completed,461.55,923.1
1163,13,Phone,3.0,2024-06-27,cancelled,327.7,983.1
1164,7,Webcam,4.0,2024-06-30,completed,461.55,1846.2
1165,36,Laptop,3.0,2024-01-25,completed,259.31,777.93
1166,20,Laptop,3.0,2024-06-28,completed,259.31,777.93
1167,1,Keyboard,3.0,2025-05-15,completed,734.87,2204.61
1168,8,Mouse,3.0,2024-06-09,returned,213.65,640.95
1169,16,Mouse,,2024-06-25,pending,213.65,640.95
1170,14,Headphones,2.0,2024-10-11,completed,1124.62,2249.24
1171,12,Tablet,3.0,2024-03-03,completed,877.66,2632.98
1172,23,Webcam,3.0,2024-06-04,returned,461.55,1384.65
1173,15,Speaker,4.0,2025-04-13,cancelled,1187.53,4750.12
1174,28,Charger,1.0,2024-02-18,completed,204.45,204.45
1175,34,Mouse,2.0,2024-03-24,cancelled,213.65,427.3
1176,2,Charger,2.0,2024-12-26,returned,204.45,408.9
1177,32,Keyboard,2.0,2024-05-27,pending,734.87,1469.74
1178,23,Charger,3.0,2024-12-07,completed,204.45,613.35
1179,22,Speaker,3.0,2025-04-20,completed,1187.53,3562.59
1180,25,Monitor,3.0,2024-03-03,pending,781.16,2343.48
1181,22,Speaker,4.0,2024-12-25,completed,1187.53,4750.12
1182,22,Charger,1.0,2024-11-22,pending,204.45,204.45
1183,6,Speaker,3.0,2024-05-20,completed,1187.53,3562.59
1184,15,Phone,1.0,2024-08-02,completed,327.7,327.7
1185,37,Keyboard,4.0,2025-03-10,completed,734.87,2939.48
1186,33,Webcam,2.0,2024-11-13,completed,461.55,923.1
1187,8,Monitor,3.0,2024-02-01,returned,781.16,2343.48
1188,5,Mouse,1.0,2024-10-11,pending,213.65,213.65
1189,39,Laptop,1.0,2024-10-31,pending,259.31,259.31
1190,4,Webcam,3.0,2025-03-04,completed,461.55,1384.65
1191,6,Laptop,2.0,2025-04-21,completed,259.31,518.62
1192,32,Keyboard,2.0,2024-10-12,completed,734.87,1469.74
1193,30,Monitor,2.0,2024-05-23,completed,781.16,1562.32
1194,35,Headphones,4.0,2025-02-27,completed,1124.62,4498.48
1195,40,Mouse,1.0,2024-01-19,completed,213.65,213.65
1196,16,Phone,1.0,2024-01-18,completed,327.7,327.7
1197,13,Headphones,1.0,2025-01-05,completed,1124.62,1124.62
1198,30,Keyboard,4.0,2024-06-23,returned,734.87,2939.48
1199,19,Webcam,1.0,2024-07-12,cancelled,461.55,461.55
1200,17,Phone,4.0,2025-05-16,completed,327.7,1310.8
1201,19,Speaker,2.0,2024-04-22,completed,1187.53,2375.06
1202,28,Charger,3.0,2024-04-23,pending,204.45,613.35
1203,26,Phone,,2024-08-09,completed,327.7,327.7
1204,37,Keyboard,1.0,2024-09-20,cancelled,734.87,734.87
1205,26,Tablet,2.0,2024-02-24,cancelled,877.66,1755.32
1206,23,Charger,3.0,2025-04-02,completed,204.45,613.35
1207,9,Laptop,4.0,2024-06-10,completed,259.31,1037.24
1208,12,Mouse,3.0,2025-01-14,completed,213.65,640.95
1209,1,Laptop,2.0,2024-03-27,completed,259.31,518.62
1210,1,Phone,2.0,2024-02-24,completed,327.7,655.4
1211,34,Laptop,3.0,2025-04-20,cancelled,259.31,777.93
1212,32,Keyboard,4.0,2024-06-26,completed,734.87,2939.48
1213,25,Speaker,4.0,2025-01-25,completed,1187.53,4750.12
1214,40,Webcam,1.0,2024-12-14,cancelled,461.55,461.55
1215,1,Mouse,4.0,2024-01-08,pending,213.65,854.6
1216,16,Laptop,3.0,2024-11-08,completed,259.31,777.93
1217,39,Laptop,2.0,2025-03-18,completed,259.31,518.62
1218,5,Phone,1.0,2024-11-23,completed,327.7,327.7
1219,22,Webcam,1.0,2024-02-23,completed,461.55,461.55
1220,29,Headphones,2.0,2024-08-26,completed,1124.62,2249.24
1221,3,Laptop,4.0,2024-08-16,completed,259.31,1037.24
1222,12,Keyboard,2.0,2024-02-20,returned,734.87,1469.74
1223,26,Tablet,4.0,2024-09-20,completed,877.66,3510.64
1224,16,Mouse,2.0,2025-02-21,cancelled,213.65,427.3
1225,37,Laptop,3.0,2024-04-05,returned,259.31,777.93
1226,22,Keyboard,4.0,2024-03-28,completed,734.87,2939.48
1227,29,Keyboard,3.0,2024-03-18,cancelled,734.87,2204.61
1228,14,Mouse,1.0,2024-10-14,completed,213.65,213.65
1229,28,Headphones,2.0,2024-04-29,cancelled,1124.62,2249.24
1230,5,Keyboard,1.0,2025-05-05,completed,734.87,734.87
1231,30,Tablet,1.0,2025-03-27,completed,877.66,877.66
1232,5,Keyboard,1.0,2025-05-14,completed,734.87,734.87
1233,12,Keyboard,1.0,2024-06-13,cancelled,734.87,734.87
1234,16,Keyboard,2.0,2024-06-30,pending,734.87,1469.74
1235,26,Speaker,1.0,2025-04-13,completed,1187.53,1187.53
1236,26,Speaker,2.0,2024-01-07,cancelled,1187.53,2375.06
1237,21,Headphones,2.0,2024-11-25,completed,1124.62,2249.24
1238,39,Laptop,3.0,2024-05-30,completed,259.31,777.93
1239,36,Keyboard,4.0,2024-03-25,completed,734.87,2939.48
1240,33,Webcam,4.0,2024-05-26,completed,461.55,1846.2
1241,30,Laptop,2.0,2025-01-15,completed,259.31,518.62
1242,37,Headphones,3.0,2025-07-01,cancelled,1124.62,3373.86
1243,23,Monitor,2.0,2024-10-11,completed,781.16,1562.32
1244,10,Laptop,2.0,2024-03-22,completed,259.31,518.62
1245,5,Laptop,2.0,2025-05-28,completed,259.31,518.62
1246,36,Charger,3.0,2025-06-06,cancelled,204.45,613.35
1247,34,Phone,4.0,2025-01-20,returned,327.7,1310.8
1248,31,Charger,3.0,2025-04-15,completed,204.45,613.35
1249,10,Tablet,1.0,2024-04-28,cancelled,877.66,877.66
1250,19,Speaker,3.0,2025-01-30,completed,1187.53,3562.59
